0:0	quest:id
179:13	sailing_boat_sail:interact_loc
179:14	sailing_boat_sail:interact_player_coord
179:15	sailing_boat_sail:loc
179:16	sailing_boat_sail:facility_stats
179:17	sailing_boat_sail:sidepanel_layout_data
179:18	sailing_boat_sail:facility_customisation_order
180:0	sailing_boat_sail_fx:sail_reverse
180:1	sailing_boat_sail_fx:sail_down
180:2	sailing_boat_sail_fx:sail_half
180:3	sailing_boat_sail_fx:sail_full
180:4	sailing_boat_sail_fx:sail_transition_down_to_half
180:5	sailing_boat_sail_fx:sail_transition_down_to_full
180:6	sailing_boat_sail_fx:sail_transition_half_to_down
180:7	sailing_boat_sail_fx:sail_transition_full_to_down
180:8	sailing_boat_sail_fx:sail_transition_half_to_full
180:9	sailing_boat_sail_fx:sail_transition_full_to_half
180:10	sailing_boat_sail_fx:sail_sfx_down_to_half
180:11	sailing_boat_sail_fx:sail_sfx_down_to_full
180:12	sailing_boat_sail_fx:sail_sfx_half_to_down
180:13	sailing_boat_sail_fx:sail_sfx_full_to_down
180:14	sailing_boat_sail_fx:sail_sfx_half_to_full
180:15	sailing_boat_sail_fx:sail_sfx_full_to_half
180:16	sailing_boat_sail_fx:sail_sfx_luffing_down
180:17	sailing_boat_sail_fx:sail_sfx_luffing_half
180:18	sailing_boat_sail_fx:sail_sfx_luffing_full
180:19	sailing_boat_sail_fx:sail_sfx_speedboost
180:20	sailing_boat_sail_fx:sail_vfx_luffing_reverse
180:21	sailing_boat_sail_fx:sail_vfx_luffing_down
180:22	sailing_boat_sail_fx:sail_vfx_luffing_half
180:23	sailing_boat_sail_fx:sail_vfx_luffing_full
180:24	sailing_boat_sail_fx:sail_vfx_speedboost
180:25	sailing_boat_sail_fx:sail_trim_human
181:0	sailing_boat_steering:name
181:1	sailing_boat_steering:description
181:2	sailing_boat_steering:customisation_hide_desc
181:3	sailing_boat_steering:customisation_loc_values
181:4	sailing_boat_steering:customisation_loc_override
181:5	sailing_boat_steering:hidden_model
181:6	sailing_boat_steering:loc
181:7	sailing_boat_steering:wheel
181:8	sailing_boat_steering:animation
181:9	sailing_boat_steering:sailing_requirement
181:10	sailing_boat_steering:construction_requirement
181:11	sailing_boat_steering:construction_coins_alternative
181:12	sailing_boat_steering:other_stat_requirement
181:13	sailing_boat_steering:quest_requirement
181:14	sailing_boat_steering:material
181:15	sailing_boat_steering:facility_stats
181:16	sailing_boat_steering:sidepanel_layout_data
181:17	sailing_boat_steering:crew_stat_requirement
181:18	sailing_boat_steering:facility_customisation_order
182:0	sailing_boat_steering_fx:steering_trim_anim
182:1	sailing_boat_steering_fx:steering_trim_anim_human
182:2	sailing_boat_steering_fx:steering_speedboosted_anim
182:3	sailing_boat_steering_fx:steering_speedboosted_anim_human
182:4	sailing_boat_steering_fx:steering_speedboosted_anim_end
182:5	sailing_boat_steering_fx:steering_speedboosted_anim_end_human
182:6	sailing_boat_steering_fx:steering_anim_engage
182:7	sailing_boat_steering_fx:steering_anim_engage_human
182:8	sailing_boat_steering_fx:steering_anim_in_use_human
182:9	sailing_boat_steering_fx:steering_anim_in_use
182:10	sailing_boat_steering_fx:steering_anim_idle
182:11	sailing_boat_steering_fx:steering_sfx_trim
182:12	sailing_boat_steering_fx:steering_sfx_engage
182:13	sailing_boat_steering_fx:steering_sfx_disengage
183:0	sailing_boat_hull_ornament:name
183:1	sailing_boat_hull_ornament:description
183:2	sailing_boat_hull_ornament:loc
183:3	sailing_boat_hull_ornament:customisation_loc_values
183:4	sailing_boat_hull_ornament:customisation_loc_override
183:5	sailing_boat_hull_ornament:hidden_model
183:6	sailing_boat_hull_ornament:origin
183:7	sailing_boat_hull_ornament:sailing_requirement
183:8	sailing_boat_hull_ornament:construction_requirement
183:9	sailing_boat_hull_ornament:construction_coins_alternative
183:10	sailing_boat_hull_ornament:other_stat_requirement
183:11	sailing_boat_hull_ornament:quest_requirement
183:12	sailing_boat_hull_ornament:material
183:13	sailing_boat_hull_ornament:facility_stats
183:14	sailing_boat_hull_ornament:facility_customisation_order
184:0	sailing_boat_flag:name
184:1	sailing_boat_flag:description
184:2	sailing_boat_flag:customisation_loc_values
184:3	sailing_boat_flag:customisation_loc_override
184:4	sailing_boat_flag:hidden_model
184:5	sailing_boat_flag:loc
184:6	sailing_boat_flag:sailing_requirement
184:7	sailing_boat_flag:construction_requirement
184:8	sailing_boat_flag:construction_coins_alternative
184:9	sailing_boat_flag:other_stat_requirement
184:10	sailing_boat_flag:quest_requirement
184:11	sailing_boat_flag:material
184:12	sailing_boat_flag:facility_stats
184:13	sailing_boat_flag:facility_customisation_order
185:0	sailing_boat_brazier:name
185:1	sailing_boat_brazier:description
185:2	sailing_boat_brazier:customisation_loc_values
185:3	sailing_boat_brazier:customisation_loc_override
185:4	sailing_boat_brazier:customisation_loc_anim
185:5	sailing_boat_brazier:hidden_model
185:6	sailing_boat_brazier:loc
185:7	sailing_boat_brazier:sailing_requirement
185:8	sailing_boat_brazier:construction_requirement
185:9	sailing_boat_brazier:construction_coins_alternative
185:10	sailing_boat_brazier:other_stat_requirement
185:11	sailing_boat_brazier:quest_requirement
185:12	sailing_boat_brazier:material
185:13	sailing_boat_brazier:facility_stats
185:14	sailing_boat_brazier:facility_type_sprite
185:15	sailing_boat_brazier:facility_customisation_order
186:0	sailing_boat_trim:name
186:1	sailing_boat_trim:description
186:2	sailing_boat_trim:loc
186:3	sailing_boat_trim:customisation_loc_values
186:4	sailing_boat_trim:customisation_loc_override
186:5	sailing_boat_trim:sailing_requirement
186:6	sailing_boat_trim:construction_requirement
186:7	sailing_boat_trim:construction_coins_alternative
186:8	sailing_boat_trim:other_stat_requirement
186:9	sailing_boat_trim:quest_requirement
186:10	sailing_boat_trim:material
186:11	sailing_boat_trim:facility_stats
186:12	sailing_boat_trim:sidepanel_layout_data
186:13	sailing_boat_trim:customisation_buildable
186:14	sailing_boat_trim:facility_customisation_order
187:0	sailing_boat_name_options:default
187:1	sailing_boat_name_options:option
188:0	sailing_customisation_loc_angles:angles
188:1	sailing_customisation_loc_angles:angles_large_modifiers
189:0	sailing_customisation_tab:type
189:1	sailing_customisation_tab:tab_id
189:2	sailing_customisation_tab:tab_name
189:3	sailing_customisation_tab:tab_icon
189:4	sailing_customisation_tab:facility_type
189:5	sailing_customisation_tab:facility_subtype
189:6	sailing_customisation_tab:facility_desc
190:0	sailing_shoal:id
190:1	sailing_shoal:name
190:2	sailing_shoal:entity_data
190:3	sailing_shoal:targetspeed
190:4	sailing_shoal:turnspeed
190:5	sailing_shoal:acceleration
190:6	sailing_shoal:shoal_spawn
190:7	sailing_shoal:shoal_rarespawn_id
190:8	sailing_shoal:shoal_rarespawn_level_required
190:9	sailing_shoal:shoal_rarespawn
190:10	sailing_shoal:shoal_rarespawn_model
190:11	sailing_shoal:shoal_loot
190:12	sailing_shoal:shoal_loot_rarespawn
190:13	sailing_shoal:level_required
190:14	sailing_shoal:shoal_accepted_bait
190:15	sailing_shoal:shoal_max_depth
190:16	sailing_shoal:shoal_depth_change_rate
191:0	sailing_shoal_specific:debug_name
191:1	sailing_shoal_specific:shoal_data
191:2	sailing_shoal_specific:origin
191:3	sailing_shoal_specific:width
191:4	sailing_shoal_specific:height
191:5	sailing_shoal_specific:angle
191:6	sailing_shoal_specific:spawn
191:7	sailing_shoal_specific:respawnrate
191:8	sailing_shoal_specific:patrol_route
192:0	sailing_shoal_droptable:shoal_fish_given
192:1	sailing_shoal_droptable:rare_fish_chance
192:2	sailing_shoal_droptable:paint_odds
192:3	sailing_shoal_droptable:lowchance
192:4	sailing_shoal_droptable:highchance
193:0	sailing_trawling_animations:human_idle
193:1	sailing_trawling_animations:human_engage
193:2	sailing_trawling_animations:human_lower_to_1
193:3	sailing_trawling_animations:human_lower_to_2_or_3
193:4	sailing_trawling_animations:human_raise
193:5	sailing_trawling_animations:human_reset_to_idle
193:6	sailing_trawling_animations:trawling_net_lower_to_1
193:7	sailing_trawling_animations:trawling_net_lower_to_2
193:8	sailing_trawling_animations:trawling_net_lower_to_3
193:9	sailing_trawling_animations:trawling_net_raise_to_2
193:10	sailing_trawling_animations:trawling_net_raise_to_1
193:11	sailing_trawling_animations:trawling_net_reset_to_idle
194:0	sailing_dock:dock_id
194:1	sailing_dock:nice_name
194:2	sailing_dock:inline_name
194:3	sailing_dock:type
194:4	sailing_dock:level_required
194:5	sailing_dock:quest_required
194:6	sailing_dock:port_task_quest_required
194:7	sailing_dock:land_coord
194:8	sailing_dock:sea_coord
194:9	sailing_dock:sea_coord_anchor
194:10	sailing_dock:boat_rotation
194:11	sailing_dock:inzone_land
194:12	sailing_dock:inzone_sea
194:13	sailing_dock:dock_sprite_small
194:14	sailing_dock:drink_crate_pos
194:15	sailing_dock:drink_crate_angle
195:0	sailing_npc_boat:name
195:1	sailing_npc_boat:inline_name
195:2	sailing_npc_boat:debug_name
195:3	sailing_npc_boat:origin
195:4	sailing_npc_boat:entry
195:5	sailing_npc_boat:width
195:6	sailing_npc_boat:height
195:7	sailing_npc_boat:multiway_deck
195:8	sailing_npc_boat:spawn
195:9	sailing_npc_boat:angle
195:10	sailing_npc_boat:npc_spawn
195:11	sailing_npc_boat:entity_data
195:12	sailing_npc_boat:respawnrate
195:13	sailing_npc_boat:behaviour
195:14	sailing_npc_boat:patrol
195:15	sailing_npc_boat:wanderrange
195:16	sailing_npc_boat:targetspeed
195:17	sailing_npc_boat:turnspeed
195:18	sailing_npc_boat:acceleration
195:19	sailing_npc_boat:sail
195:20	sailing_npc_boat:static_spawn
195:21	sailing_npc_boat:allow_instance
196:0	sailing_boat_cargohold_whitelist_obj:entry
196:1	sailing_boat_cargohold_whitelist_obj:entry_category
197:0	port_task:task_id
197:1	port_task:name
197:2	port_task:task_type
197:3	port_task:level_required
197:4	port_task:reward_tier
197:5	port_task:starting_port
197:6	port_task:cargo_port
197:7	port_task:ending_port
197:8	port_task:cancellable
197:9	port_task:xp_reward
197:10	port_task:give_coin_reward
197:11	port_task:facilities_required
197:12	port_task:facilitites_recommended
197:13	port_task:boat_combat_required
197:14	port_task:regular_combat_required
197:15	port_task:combat_recommended
197:16	port_task:delivery_object
197:17	port_task:cargo
197:18	port_task:port_checkpoint
197:19	port_task:bounty_target_alive
197:20	port_task:bounty_target_dead
197:21	port_task:bounty_object
197:22	port_task:bounty_object_amount
197:23	port_task:bounty_object_rarity
197:24	port_task:task_board_graphic
197:25	port_task:flavour_text
197:26	port_task:related_tasks
197:27	port_task:guide_task
197:28	port_task:side_effect_id
198:0	task_board_layout:layout_id
198:1	task_board_layout:style_task
198:2	task_board_layout:tasks_on_first_row
198:3	task_board_layout:tasks_on_subsequent_rows
199:0	sailing_anchor_anims:sailing_anchor_inactive
199:1	sailing_anchor_anims:sailing_anchor_active
199:2	sailing_anchor_anims:sailing_anchor_drop
199:3	sailing_anchor_anims:sailing_anchor_pull
199:4	sailing_anchor_anims:sailing_anchor_human_drop
199:5	sailing_anchor_anims:sailing_anchor_human_pull
200:0	sailing_sea_hazard:hazard_id
200:1	sailing_sea_hazard:name
200:2	sailing_sea_hazard:ship_damage
200:3	sailing_sea_hazard:effect_frequency
200:4	sailing_sea_hazard:hazard_area
200:5	sailing_sea_hazard:validate_area
200:6	sailing_sea_hazard:sfx_emitter_locs
201:0	sailing_sea:unique_id
201:1	sailing_sea:ocean_id
201:2	sailing_sea:name
201:3	sailing_sea:type
201:4	sailing_sea:ocean
201:5	sailing_sea:required_level
201:6	sailing_sea:xp_level
201:7	sailing_sea:centre_coord
201:8	sailing_sea:has_charting_rapids
201:9	sailing_sea:sfx_emitter_locs
202:0	sailing_shipwreck_cluster:controller_coord
202:1	sailing_shipwreck_cluster:debug_name
202:2	sailing_shipwreck_cluster:active_shipwrecks_max
202:3	sailing_shipwreck_cluster:shipwreck_data
202:4	sailing_shipwreck_cluster:shipwreck_coord
203:0	sailing_shipwreck:debug_name
203:1	sailing_shipwreck:sailing_shipwreck_durability
203:2	sailing_shipwreck:active_loc
203:3	sailing_shipwreck:inactive_loc
203:4	sailing_shipwreck:levelreq
203:5	sailing_shipwreck:salvage
203:6	sailing_shipwreck:xp
203:7	sailing_shipwreck:lowchance
203:8	sailing_shipwreck:highchance
203:9	sailing_shipwreck:shipwreck_full_to_depleted
203:10	sailing_shipwreck:shipwreck_depleted_to_full
203:11	sailing_shipwreck:shipwreck_idle_anim
203:12	sailing_shipwreck:shipwreck_stump_idle_anim
203:13	sailing_shipwreck:pet_chance
204:0	sailing_salvaging_hook_animations:sailing_salvaging_loc_drop_anim
204:1	sailing_salvaging_hook_animations:sailing_salvaging_loc_idle02_anim
204:2	sailing_salvaging_hook_animations:sailing_salvaging_loc_reset_anim
204:3	sailing_salvaging_hook_animations:sailing_salvaging_player_drop_anim
204:4	sailing_salvaging_hook_animations:sailing_salvaging_player_drop_anim_crew
204:5	sailing_salvaging_hook_animations:sailing_salvaging_player_interact_anim
204:6	sailing_salvaging_hook_animations:sailing_salvaging_player_reset_anim
205:0	thieving_chest:thieving_req
205:1	thieving_chest:thieving_xp
205:2	thieving_chest:stat_low
205:3	thieving_chest:stat_high
205:4	thieving_chest:lockpick_stat_low
205:5	thieving_chest:lockpick_stat_high
205:6	thieving_chest:teleport_stat_low
205:7	thieving_chest:teleport_stat_high
205:8	thieving_chest:open_chest
205:9	thieving_chest:lootcontainer_details
205:10	thieving_chest:gle_npc
206:0	chartering_destinations:chartering_destination_id
206:1	chartering_destinations:chartering_destination_name
206:2	chartering_destinations:chartering_destination_inline_name
206:3	chartering_destinations:chartering_destination_port_coord
206:4	chartering_destinations:chartering_destination_x_pos
206:5	chartering_destinations:chartering_destination_y_pos
206:6	chartering_destinations:chartering_destination_inzone
206:7	chartering_destinations:chartering_shop_inv
206:8	chartering_destinations:related_content
207:0	chartering_costs:chartering_costs
208:0	patchy_data:id
208:1	patchy_data:combined
208:2	patchy_data:ingredients
209:0	skill_guide_v2_inline_icon:id
209:1	skill_guide_v2_inline_icon:graphic
209:2	skill_guide_v2_inline_icon:size
209:3	skill_guide_v2_inline_icon:offset
209:4	skill_guide_v2_inline_icon:margin
210:0	deadmanskull_interface_tab:name
210:1	deadmanskull_interface_tab:tab_number
210:2	deadmanskull_interface_tab:combat_sigil
210:3	deadmanskull_interface_tab:skilling_sigil
210:4	deadmanskull_interface_tab:utility_sigil
211:0	cowboss_scenerynpcs:entry
212:0	skill_guide_subsections:skill
212:1	skill_guide_subsections:id
212:2	skill_guide_subsections:header
212:3	skill_guide_subsections:membersonly
213:0	skill_features:icon
213:1	skill_features:sprite
213:2	skill_features:text
213:3	skill_features:skill
213:4	skill_features:quest
213:5	skill_features:otherreq
213:6	skill_features:membersonly
213:7	skill_features:otherdata_magic
213:8	skill_features:otherdata_sailing
213:9	skill_features:otherdata_construction
214:0	minigame_teleport:id
214:1	minigame_teleport:name
214:2	minigame_teleport:members_only
214:3	minigame_teleport:minigame_icon
215:0	sailing_gun_ports:material
215:1	sailing_gun_ports:port_mid_closed
215:2	sailing_gun_ports:port_mid_open
215:3	sailing_gun_ports:port_stern_closed
215:4	sailing_gun_ports:port_stern_open
215:5	sailing_gun_ports:starboard_mid_closed
215:6	sailing_gun_ports:starboard_mid_open
215:7	sailing_gun_ports:starboard_stern_closed
215:8	sailing_gun_ports:starboard_stern_open
216:0	talent_tree:draw_coord
216:1	talent_tree:linked_nodes
216:2	talent_tree:name
216:3	talent_tree:effect
216:4	talent_tree:node_type
216:5	talent_tree:node_size
216:6	talent_tree:node_sprite
216:7	talent_tree:debug_name
217:0	talent_debug:build_name
217:1	talent_debug:points_used
217:2	talent_debug:node
217:3	talent_debug:build_style
217:4	talent_debug:build_style_sub
218:0	league_relic_teleport_item:title
218:1	league_relic_teleport_item:item
218:2	league_relic_teleport_item:location
218:3	league_relic_teleport_item:respect_wildy_restrictions
219:0	league_relic_clue_direct_teleport_item:item
219:1	league_relic_clue_direct_teleport_item:null_clue_text
219:2	league_relic_clue_direct_teleport_item:null_clue_coord_text
220:0	league_relic_effect_toggle_list:toggle
221:0	league_relic_effect_toggle:toggle_debugname
221:1	league_relic_effect_toggle:toggle_relic
221:2	league_relic_effect_toggle:toggle_desc
221:3	league_relic_effect_toggle:toggle_on_message
221:4	league_relic_effect_toggle:toggle_off_message
221:5	league_relic_effect_toggle:toggle_invert
221:6	league_relic_effect_toggle:toggle_bit
222:0	league_guardian_data:name
222:1	league_guardian_data:body_data
222:2	league_guardian_data:anim_data
223:0	league_guardian_body_data:hands_model
223:1	league_guardian_body_data:feet_model
223:2	league_guardian_body_data:legs_model
223:3	league_guardian_body_data:jaw_model
223:4	league_guardian_body_data:head_model
223:5	league_guardian_body_data:hat_model
223:6	league_guardian_body_data:body_model
223:7	league_guardian_body_data:single_body_model
223:8	league_guardian_body_data:single_body_model_extra
224:0	league_guardian_anim_data:ready_anim
224:1	league_guardian_anim_data:run_anim
224:2	league_guardian_anim_data:walk_anim
224:3	league_guardian_anim_data:spawn_anim
224:4	league_guardian_anim_data:spawn_spotanim
224:5	league_guardian_anim_data:despawn_anim
224:6	league_guardian_anim_data:despawn_spotanim
224:7	league_guardian_anim_data:weapon_model
224:8	league_guardian_anim_data:attack_anim
224:9	league_guardian_anim_data:travel_spotanim
224:10	league_guardian_anim_data:launch_spotanim
224:11	league_guardian_anim_data:impact_spotanim
224:12	league_guardian_anim_data:attack_sound
224:13	league_guardian_anim_data:change_style_spotanim
225:0	transmutation:tier_item
225:1	transmutation:name
226:0	butlers_bell_actions:action_id
226:1	butlers_bell_actions:raw_noun
226:2	butlers_bell_actions:processed_noun
226:3	butlers_bell_actions:processed_xp
226:4	butlers_bell_actions:xp_skill
226:5	butlers_bell_actions:gather_base_rate
226:6	butlers_bell_actions:resource_weighting
227:0	spell_override_list:override
228:0	spell_override:base_spell
228:1	spell_override:override_spell
228:2	spell_override:relic_unlock
